时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-4-12 16:32:00,西安,17,阴,北风0级,17,80%,1,345,0.0,965,16,91,
2026-4-12 17:28:00,西安,17,阴,西风1级,17,78%,3,254,0.0,965,16,91,
2026-4-12 18:39:00,西安,16,阴,西风1级,16,81%,4,259,0.0,965,16,91,
2026-4-12 19:34:00,西安,16,阴,北风1级,16,84%,2,349,0.0,965,16,92,
2026-4-12 20:32:00,西安,16,阴,西南风1级,15,79%,3,241,0.0,965,16,96,
2026-4-12 21:12:00,西安,16,多云,西南风1级,15,79%,5,212,0.0,965,16,100,
2026-4-12 22:28:00,西安,16,阴,西南风1级,16,77%,4,219,0.0,966,16,100,
2026-4-12 23:28:00,西安,16,阴,东风1级,16,76%,3,83,0.0,967,16,100,
2026-4-13 02:32:00,西安,19,阴,西南风2级,18,64%,7,245,0.0,968,16,100,
2026-4-13 05:33:00,西安,22,阴,东北风2级,21,52%,11,22,0.0,967,8,100,
