时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-4-12 16:32:00,重庆,21,阴,西风2级,21,76%,9,274,0.0,978,11,94,
2026-4-12 17:26:00,重庆,19,雨,西风1级,21,88%,4,271,0.8,978,4,99,
2026-4-12 18:39:00,重庆,19,雨,北风1级,20,90%,5,350,0.1,977,10,100,
2026-4-12 19:30:00,重庆,18,阴,西风1级,18,93%,3,267,0.2,977,6,100,
2026-4-12 20:32:00,重庆,18,小雨,西风1级,18,92%,3,283,0.0,977,12,100,
2026-4-12 21:08:00,重庆,18,阴,西风1级,19,93%,2,280,0.1,977,7,100,
2026-4-12 22:26:00,重庆,18,雨,西风2级,18,94%,10,278,2.1,978,6,100,
2026-4-12 23:26:00,重庆,18,雨,西风1级,18,95%,2,277,1.1,978,6,100,
2026-4-13 02:32:00,重庆,19,小雨,西风1级,20,92%,5,258,0.0,981,10,100,
2026-4-13 05:32:00,重庆,20,雾,西风1级,20,82%,4,286,0.0,980,9,99,
2026-4-13 08:00:00,重庆,22,阴,北风1级,22,71%,3,9,0.0,980,20,91,
2026-4-13 10:40:00,重庆,21,阴,北风0级,21,79%,1,2,0.0,979,8,91,
2026-4-13 11:56:00,重庆,20,雾,东风1级,20,84%,5,70,0.0,980,8,91,
2026-4-13 14:40:00,重庆,18,雾,北风0级,19,90%,1,348,0.0,982,6,91,
