时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-1-1 16:24:00,沈阳,-21,雾,东南风1级,-25,76%,3,135,0.0,1029,8,0,🥶 红色极寒警报：体感低至 -25℃
2026-1-1 17:16:00,沈阳,-22,雾,南风1级,-26,78%,3,180,0.0,1028,8,0,🥶 红色极寒警报：体感低至 -26℃
2026-1-1 18:24:00,沈阳,-23,雾,东南风1级,-27,78%,3,135,0.0,1028,9,0,🥶 红色极寒警报：体感低至 -27℃
2026-1-1 19:08:00,沈阳,-23,雾,东风1级,-27,78%,2,90,0.0,1028,10,0,🥶 红色极寒警报：体感低至 -27℃
2026-1-1 20:17:00,沈阳,-23,晴,东风1级,-27,79%,2,90,0.0,1028,11,0,🥶 红色极寒警报：体感低至 -27℃
2026-1-1 21:16:00,沈阳,-23,晴,东风1级,-27,80%,3,90,0.0,1027,11,0,🥶 红色极寒警报：体感低至 -27℃
2026-1-1 22:10:00,沈阳,-23,晴,东风1级,-27,80%,2,90,0.0,1027,13,0,🥶 红色极寒警报：体感低至 -27℃
2026-1-1 23:16:00,沈阳,-23,晴,北风0级,-26,79%,0,0,0.0,1027,14,0,🥶 红色极寒警报：体感低至 -26℃
2026-1-2 01:40:00,沈阳,-17,晴,东南风2级,-22,62%,8,135,0.0,1027,7,0,🥶 红色极寒警报：体感低至 -22℃
2026-1-2 03:32:00,沈阳,-12,晴,南风2级,-17,45%,9,180,0.0,1027,14,0,❄️ 橙色寒冷提示：体感低至 -17℃
2026-1-2 04:32:00,沈阳,-11,晴,南风2级,-16,42%,10,180,0.0,1026,15,0,❄️ 橙色寒冷提示：体感低至 -16℃
2026-1-2 05:16:00,沈阳,-11,晴,南风2级,-16,42%,9,180,0.0,1025,16,1,❄️ 橙色寒冷提示：体感低至 -16℃
2026-1-2 06:24:00,沈阳,-10,晴,西南风2级,-14,42%,9,225,0.0,1024,28,2,
