时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-1-11 16:17:00,广州,7,晴,北风2级,5,86%,8,0,0.0,1014,30,0,
2026-1-11 17:09:00,广州,7,晴,北风2级,5,87%,9,0,0.0,1014,30,0,
2026-1-11 18:25:00,广州,7,晴,北风2级,4,88%,11,0,0.0,1014,30,0,
2026-1-11 19:06:00,广州,7,晴,北风2级,4,89%,11,0,0.0,1014,30,0,
2026-1-11 20:16:00,广州,6,晴,北风2级,3,90%,10,0,0.0,1014,30,0,
2026-1-11 21:18:00,广州,6,晴,北风2级,3,91%,10,0,0.0,1014,30,0,
2026-1-11 22:08:00,广州,6,晴,北风2级,4,91%,8,0,0.0,1014,30,0,
2026-1-11 23:16:00,广州,6,晴,北风2级,3,92%,10,0,0.0,1015,30,0,
2026-1-12 01:48:00,广州,15,晴,北风2级,13,53%,7,0,0.0,1016,30,0,
2026-1-12 03:40:00,广州,19,晴,北风2级,17,34%,11,0,0.0,1016,30,1,
2026-1-12 04:40:00,广州,20,晴,南风3级,16,34%,19,180,0.0,1014,30,1,
2026-1-12 05:24:00,广州,21,晴,南风3级,18,32%,14,180,0.0,1013,30,2,
2026-1-12 06:32:00,广州,22,晴,西南风3级,19,35%,15,225,0.0,1011,30,2,
2026-1-12 07:24:00,广州,23,晴,西风3级,21,37%,12,270,0.0,1011,30,2,
2026-1-12 08:24:00,广州,22,多云,西风1级,19,35%,4,264,0.0,1010,30,1,
2026-1-12 09:24:00,广州,20,晴,东风1级,17,39%,3,94,0.0,1010,30,0,
2026-1-12 10:16:00,广州,17,晴,北风0级,16,52%,1,347,0.0,1011,30,0,
2026-1-12 11:16:00,广州,14,晴,南风1级,16,68%,3,201,0.0,1011,30,0,
2026-1-12 12:42:00,广州,12,晴,东北风1级,14,78%,5,57,0.0,1012,30,0,
2026-1-12 13:34:00,广州,11,晴,东北风1级,14,82%,2,24,0.0,1012,30,1,
2026-1-12 14:10:00,广州,11,晴,东北风1级,9,84%,4,54,0.0,1012,30,3,📉 红色降温预警：1小时骤降5℃
2026-1-12 15:11:00,广州,11,多云,东北风1级,9,84%,3,47,0.0,1012,30,4,
