时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-1-11 16:18:00,成都,5,阴,北风1级,4,100%,2,0,0.0,965,16,100,
2026-1-11 17:10:00,成都,5,阴,东风0级,4,100%,1,90,0.0,965,16,100,
2026-1-11 18:25:00,成都,5,阴,西风1级,4,100%,2,270,0.0,965,16,100,
2026-1-11 19:06:00,成都,5,阴,西风1级,4,100%,2,270,0.0,965,16,100,
2026-1-11 20:18:00,成都,4,阴,北风0级,3,100%,1,0,0.0,965,16,91,
2026-1-11 21:18:00,成都,3,多云,北风0级,2,100%,0,0,0.0,965,16,91,
2026-1-11 22:08:00,成都,3,多云,北风0级,2,100%,0,0,0.0,965,16,91,
2026-1-11 23:18:00,成都,2,多云,北风0级,1,100%,0,0,0.0,966,16,10,
2026-1-12 01:50:00,成都,4,晴,北风0级,3,100%,1,0,0.0,968,16,4,
2026-1-12 03:42:00,成都,9,晴,南风2级,7,74%,7,180,0.0,969,16,0,
2026-1-12 04:42:00,成都,12,晴,南风2级,10,57%,7,180,0.0,968,16,0,
2026-1-12 05:24:00,成都,13,晴,南风2级,11,53%,10,180,0.0,966,16,0,
2026-1-12 06:32:00,成都,15,晴,南风3级,12,44%,12,180,0.0,965,16,0,
2026-1-12 07:26:00,成都,14,晴,东南风2级,12,45%,6,135,0.0,964,16,0,
2026-1-12 08:24:00,成都,14,晴,南风1级,12,45%,2,166,0.0,964,16,0,
