时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-1-21 16:41:00,沈阳,-24,晴,西南风1级,-28,69%,3,224,0.0,1026,17,0,🥶 红色极寒警报：体感低至 -28℃
2026-1-21 17:50:00,沈阳,-25,晴,南风1级,-30,73%,5,188,0.0,1026,18,0,🥶 红色极寒警报：体感低至 -30℃
2026-1-21 18:40:00,沈阳,-25,晴,东南风1级,-29,74%,2,148,0.0,1026,18,0,🥶 红色极寒警报：体感低至 -29℃
2026-1-21 19:24:00,沈阳,-25,晴,北风0级,-29,76%,1,338,0.0,1025,17,0,🥶 红色极寒警报：体感低至 -29℃
2026-1-21 20:24:00,沈阳,-25,晴,南风1级,-29,76%,2,175,0.0,1025,19,0,🥶 红色极寒警报：体感低至 -29℃
2026-1-21 21:24:00,沈阳,-25,晴,南风1级,-29,77%,5,188,0.0,1025,17,0,🥶 红色极寒警报：体感低至 -29℃
2026-1-21 22:16:00,沈阳,-25,晴,西南风1级,-29,77%,4,227,0.0,1025,20,0,🥶 红色极寒警报：体感低至 -29℃
2026-1-21 23:16:00,沈阳,-25,晴,东南风1级,-29,78%,4,114,0.0,1025,13,0,🥶 红色极寒警报：体感低至 -29℃
2026-1-22 01:41:00,沈阳,-15,晴,东南风1级,-19,47%,2,152,0.0,1025,12,0,❄️ 橙色寒冷提示：体感低至 -19℃
2026-1-22 03:22:00,沈阳,-13,晴,西北风3级,-21,32%,14,333,0.0,1024,30,0,🥶 红色极寒警报：体感低至 -21℃
2026-1-22 04:42:00,沈阳,-12,晴,西风3级,-17,31%,18,262,0.0,1024,30,0,❄️ 橙色寒冷提示：体感低至 -17℃
2026-1-22 05:24:00,沈阳,-12,晴,西北风2级,-18,31%,11,294,0.0,1023,30,0,❄️ 橙色寒冷提示：体感低至 -18℃
2026-1-22 06:32:00,沈阳,-10,晴,西南风3级,-16,28%,18,211,0.0,1022,30,0,❄️ 橙色寒冷提示：体感低至 -16℃
2026-1-22 07:25:00,沈阳,-10,晴,西南风1级,-16,28%,5,220,0.0,1022,25,0,❄️ 橙色寒冷提示：体感低至 -16℃
2026-1-22 08:24:00,沈阳,-12,晴,东南风2级,-17,39%,9,135,0.0,1022,30,0,❄️ 橙色寒冷提示：体感低至 -17℃
