时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-4-2 15:56:00,北京,14,霾,东南风1级,12,54%,4,155,0.0,1004,6,91,
2026-4-2 17:40:00,北京,13,霾,东南风1级,11,55%,3,125,0.0,1003,7,91,
2026-4-2 18:49:00,北京,13,霾,东风2级,10,55%,8,88,0.0,1002,6,99,
2026-4-2 19:48:00,北京,13,霾,东风2级,10,58%,8,93,0.0,1001,5,100,
2026-4-2 20:27:00,北京,12,霾,北风1级,10,61%,5,357,0.0,1000,5,100,
2026-4-2 21:32:00,北京,12,霾,东北风1级,11,66%,5,66,0.0,999,4,100,
2026-4-2 22:26:00,北京,12,霾,东风2级,9,67%,6,76,0.0,996,3,91,
2026-4-2 23:16:00,北京,12,霾,西北风1级,11,66%,5,298,0.0,997,3,91,
2026-4-3 02:10:00,北京,15,霾,东风1级,13,58%,3,104,0.0,996,3,91,
2026-4-3 05:00:00,北京,20,霾,西南风2级,18,44%,10,226,0.0,996,4,91,
2026-4-3 07:00:00,北京,21,阴,西风4级,15,12%,25,269,0.0,996,15,91,🟧 橙色降温提示：1小时降温3℃
2026-4-3 08:49:00,北京,21,多云,西风3级,16,14%,18,290,0.0,998,15,10,
2026-4-3 09:48:00,北京,19,晴,西风4级,14,13%,24,269,0.0,998,14,10,
2026-4-3 10:30:00,北京,18,晴,西风5级,8,13%,35,284,0.0,1001,18,9,📉 红色降温预警：1小时骤降6℃
