时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-2-11 15:56:00,北京,0,晴,北风0级,-3,44%,1,17,0.0,1015,9,0,
2026-2-11 17:48:00,北京,-2,晴,北风1级,-5,52%,4,15,0.0,1015,8,6,
2026-2-11 19:00:00,北京,-2,晴,东北风1级,-6,54%,4,56,0.0,1015,8,9,
2026-2-11 20:32:00,北京,-2,晴,东北风1级,-5,57%,4,26,0.0,1015,9,8,
2026-2-11 21:24:00,北京,-2,晴,东北风2级,-5,55%,10,30,0.0,1014,9,8,
2026-2-11 22:24:00,北京,-4,多云,东北风1级,-7,56%,4,57,0.0,1015,10,10,
2026-2-11 23:25:00,北京,-1,多云,东北风2级,-4,48%,9,34,0.0,1014,13,10,
2026-2-12 02:01:00,北京,5,晴,东北风2级,1,26%,9,61,0.0,1015,17,10,
2026-2-12 04:48:00,北京,11,晴,西南风1级,7,17%,4,232,0.0,1014,15,7,
2026-2-12 06:00:00,北京,13,晴,西南风1级,9,15%,3,240,0.0,1013,14,7,
2026-2-12 07:48:00,北京,14,晴,南风2级,10,14%,9,179,0.0,1011,14,10,
