时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-1-19 16:24:00,沈阳,-25,晴,东风1级,-30,67%,2,107,0.0,1032,13,0,🥶 红色极寒警报：体感低至 -30℃
2026-1-19 17:16:00,沈阳,-25,晴,东风1级,-30,70%,2,107,0.0,1032,18,0,🥶 红色极寒警报：体感低至 -30℃
2026-1-19 18:24:00,沈阳,-26,晴,东风2级,-31,68%,10,70,0.0,1032,22,0,🥶 红色极寒警报：体感低至 -31℃
2026-1-19 19:16:00,沈阳,-27,晴,东风1级,-32,70%,2,110,0.0,1033,20,0,🥶 红色极寒警报：体感低至 -32℃
2026-1-19 20:16:00,沈阳,-27,晴,东风1级,-31,74%,2,81,0.0,1032,17,0,🥶 红色极寒警报：体感低至 -31℃
2026-1-19 21:16:00,沈阳,-28,晴,东南风1级,-32,75%,3,134,0.0,1032,16,0,🥶 红色极寒警报：体感低至 -32℃
2026-1-19 22:16:00,沈阳,-28,晴,东南风1级,-32,73%,2,156,0.0,1032,15,0,🥶 红色极寒警报：体感低至 -32℃
2026-1-19 23:16:00,沈阳,-28,晴,东南风1级,-33,75%,3,129,0.0,1032,15,0,🥶 红色极寒警报：体感低至 -33℃
2026-1-20 01:40:00,沈阳,-22,晴,东南风2级,-27,58%,8,120,0.0,1032,11,0,🥶 红色极寒警报：体感低至 -27℃
2026-1-20 03:41:00,沈阳,-17,晴,东南风2级,-22,42%,8,126,0.0,1031,28,0,🥶 红色极寒警报：体感低至 -22℃
2026-1-20 04:40:00,沈阳,-16,晴,东风1级,-22,34%,5,104,0.0,1030,30,0,🥶 红色极寒警报：体感低至 -22℃
2026-1-20 05:24:00,沈阳,-16,晴,东南风2级,-22,42%,8,142,0.0,1030,30,0,🥶 红色极寒警报：体感低至 -22℃
2026-1-20 06:34:00,沈阳,-15,晴,西风2级,-21,32%,9,249,0.0,1029,30,0,🥶 红色极寒警报：体感低至 -21℃
2026-1-20 07:24:00,沈阳,-15,晴,西北风1级,-20,32%,2,326,0.0,1029,30,0,🥶 红色极寒警报：体感低至 -20℃
2026-1-20 08:24:00,沈阳,-16,晴,东风2级,-21,41%,10,85,0.0,1029,30,0,🥶 红色极寒警报：体感低至 -21℃
2026-1-20 09:25:00,沈阳,-19,晴,东南风1级,-23,49%,3,124,0.0,1029,12,0,🥶 红色极寒警报：体感低至 -23℃
2026-1-20 10:24:00,沈阳,-20,晴,东南风1级,-24,53%,3,128,0.0,1029,15,0,🥶 红色极寒警报：体感低至 -24℃
2026-1-20 11:16:00,沈阳,-21,晴,北风0级,-25,58%,1,359,0.0,1029,16,0,🥶 红色极寒警报：体感低至 -25℃
