时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-8-21 16:15:00,漳浦,27,阴,西北风2级,30,95%,6,315,0.3,999,11,10,
2026-8-21 17:15:00,漳浦,27,阴,北风2级,30,96%,6,0,0.0,998,14,10,
2026-8-21 18:15:00,漳浦,27,阴,西北风2级,30,96%,9,315,3.0,997,10,10,
2026-8-21 19:15:00,漳浦,26,雾,西北风2级,29,96%,6,315,0.0,997,11,10,
2026-8-21 20:05:00,漳浦,26,雾,西北风2级,29,96%,6,315,0.0,997,10,10,
2026-8-21 21:05:00,漳浦,26,雾,西北风2级,29,97%,6,315,0.0,997,9,10,
2026-8-21 22:05:00,漳浦,26,雾,西风2级,28,97%,7,270,0.0,997,9,10,
2026-8-21 23:05:00,漳浦,27,雾,西风2级,29,95%,7,270,0.0,998,10,10,
2026-8-22 00:48:00,漳浦,29,晴,西风3级,33,81%,14,270,0.0,998,13,10,
2026-8-22 02:37:00,漳浦,31,多云,西风3级,36,70%,19,270,0.0,998,30,10,
2026-8-22 03:25:00,漳浦,32,多云,西风3级,38,64%,18,270,6.7,998,30,10,
2026-8-22 04:15:00,漳浦,33,多云,西南风3级,38,68%,19,225,0.0,997,30,10,
2026-8-22 05:15:00,漳浦,32,多云,西南风3级,37,68%,18,225,0.0,996,30,10,
