时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-2-9 19:10:00,昆明,7,晴,西南风1级,5,79%,4,244,0.0,811,20,0,📉 红色降温预警：1小时骤降5℃
2026-2-9 20:32:00,昆明,7,晴,西北风1级,5,74%,4,324,0.0,811,21,0,
2026-2-9 21:34:00,昆明,6,晴,西北风1级,4,70%,2,312,0.0,811,21,0,
2026-2-9 22:34:00,昆明,6,晴,南风1级,3,68%,2,193,0.0,811,21,2,
2026-2-9 23:32:00,昆明,7,晴,东风1级,4,62%,2,85,0.0,812,24,4,
2026-2-10 02:26:00,昆明,14,晴,西南风3级,8,38%,12,218,0.0,813,29,5,
2026-2-10 05:00:00,昆明,17,晴,西北风3级,9,30%,14,328,0.0,813,30,1,
2026-2-10 07:00:00,昆明,19,晴,西南风4级,11,25%,27,222,0.0,811,29,0,
2026-2-10 08:50:00,昆明,20,晴,西南风4级,13,21%,25,222,0.0,809,27,0,
2026-2-10 09:58:00,昆明,19,晴,西南风3级,15,21%,17,215,0.0,810,30,0,
