时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-8-22 16:05:00,漳浦,27,阴,北风2级,30,95%,9,0,1.2,998,19,10,
2026-8-22 16:48:00,漳浦,27,阴,北风1级,30,95%,5,0,0.0,998,17,10,
2026-8-22 18:05:00,漳浦,26,多云,北风2级,29,95%,9,0,0.0,996,13,10,
2026-8-22 19:05:00,漳浦,26,多云,东北风2级,29,96%,9,45,0.0,996,2,10,
2026-8-22 20:05:00,漳浦,26,阴,西北风2级,28,95%,11,315,0.4,996,13,10,
2026-8-22 20:48:00,漳浦,26,雾,西南风2级,28,96%,12,225,0.4,996,10,10,
2026-8-22 22:05:00,漳浦,26,雾,西风2级,28,97%,8,270,0.0,996,5,10,
2026-8-22 22:48:00,漳浦,26,雾,西北风1级,28,97%,5,315,2.0,996,8,10,
2026-8-23 00:48:00,漳浦,29,多云,东风2级,32,82%,8,90,0.0,997,21,10,
2026-8-23 02:48:00,漳浦,32,阴,东南风3级,35,66%,15,135,0.0,997,30,10,
2026-8-23 04:25:00,漳浦,32,阴,东风2级,36,69%,11,90,0.0,996,30,10,
2026-8-23 05:15:00,漳浦,31,阴,南风3级,34,77%,18,180,0.0,996,24,10,
2026-8-23 06:15:00,漳浦,31,阴,南风4级,34,76%,24,180,0.0,995,27,10,
2026-8-23 07:15:00,漳浦,30,中雨,东南风4级,30,78%,21,135,5.1,995,20,10,🟧 橙色降温提示：1小时降温4℃
2026-8-23 08:15:00,漳浦,29,小雨,南风3级,29,79%,19,180,5.1,995,21,10,
2026-8-23 09:05:00,漳浦,28,中雨,东南风4级,26,89%,23,135,5.1,995,10,10,🟧 橙色降温提示：1小时降温3℃
