时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-3-13 16:33:00,杭州,8,晴,东风2级,5,60%,8,106,0.0,1022,9,0,
2026-3-13 17:26:00,杭州,7,晴,东风1级,4,68%,4,86,0.0,1021,7,0,
2026-3-13 18:32:00,杭州,7,雾,东风1级,4,76%,3,68,0.0,1021,5,0,
2026-3-13 19:24:00,杭州,6,雾,南风1级,4,80%,2,189,0.0,1020,4,0,
2026-3-13 20:20:00,杭州,6,雾,西南风1级,4,81%,4,222,0.0,1020,4,0,
2026-3-13 21:24:00,杭州,5,雾,西北风1级,3,85%,2,333,0.0,1020,4,0,
2026-3-13 22:26:00,杭州,5,雾,西南风1级,3,87%,3,236,0.0,1021,4,3,
2026-3-13 23:24:00,杭州,7,雾,北风1级,5,82%,4,351,0.0,1021,5,5,
2026-3-14 02:02:00,杭州,13,霾,东南风1级,10,49%,2,131,0.0,1023,7,5,
2026-3-14 04:30:00,杭州,19,晴,东南风2级,16,31%,6,151,0.0,1021,10,0,
2026-3-14 05:42:00,杭州,20,晴,南风2级,16,29%,6,175,0.0,1019,10,0,
2026-3-14 06:40:00,杭州,21,晴,南风1级,18,25%,5,159,0.0,1018,10,0,
