时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-3-27 16:49:00,南京,12,雾,北风0级,11,70%,1,342,0.0,1013,9,10,
2026-3-27 17:42:00,南京,11,晴,北风1级,10,71%,2,340,0.0,1013,11,10,
2026-3-27 18:50:00,南京,10,晴,北风1级,9,74%,4,347,0.0,1012,15,10,
2026-3-27 19:34:00,南京,10,晴,北风1级,9,79%,3,352,0.0,1012,11,91,
2026-3-27 20:34:00,南京,9,晴,北风0级,8,82%,1,343,0.0,1012,13,91,
2026-3-27 21:26:00,南京,9,多云,北风1级,8,85%,5,358,0.0,1012,14,91,
2026-3-27 22:28:00,南京,9,晴,南风1级,8,85%,2,169,0.0,1013,12,91,
2026-3-27 23:28:00,南京,12,雾,东南风1级,11,73%,5,148,0.0,1013,7,91,
2026-3-28 02:00:00,南京,18,晴,东南风2级,15,47%,8,153,0.0,1014,13,10,
2026-3-28 04:50:00,南京,21,阴,东南风3级,15,38%,14,149,0.0,1012,16,10,
2026-3-28 05:49:00,南京,21,晴,东南风3级,15,32%,13,139,0.0,1011,18,91,
2026-3-28 07:01:00,南京,21,晴,东南风4级,14,27%,20,114,0.0,1011,19,91,
