时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-3-12 16:00:00,广州,19,晴,西南风1级,20,75%,3,225,0.0,1013,30,91,
2026-3-12 17:42:00,广州,17,晴,北风1级,18,87%,4,351,0.0,1013,30,91,
2026-3-12 18:48:00,广州,17,晴,北风1级,17,88%,4,354,0.0,1013,30,91,
2026-3-12 19:34:00,广州,17,晴,东北风1级,18,89%,4,34,0.0,1013,30,91,
2026-3-12 20:26:00,广州,16,晴,北风1级,16,90%,5,5,0.0,1013,24,91,
2026-3-12 21:26:00,广州,12,晴,北风1级,15,91%,4,359,0.0,1013,23,100,
2026-3-12 22:16:00,广州,15,晴,东北风1级,16,92%,2,47,0.0,1014,22,99,
2026-3-12 23:26:00,广州,15,晴,东北风1级,15,92%,4,60,0.0,1015,30,98,
2026-3-13 02:00:00,广州,20,多云,北风1级,16,42%,4,20,0.0,1016,30,91,
2026-3-13 04:41:00,广州,24,晴,西风1级,21,39%,2,264,0.0,1015,30,10,
2026-3-13 05:42:00,广州,24,晴,东南风2级,25,35%,6,140,0.0,1014,30,10,
2026-3-13 06:48:00,广州,24,晴,南风2级,24,35%,8,160,0.0,1013,30,10,
2026-3-13 07:40:00,广州,25,晴,东风2级,22,35%,7,96,0.0,1012,30,10,
2026-3-13 08:32:00,广州,25,晴,东风2级,23,35%,10,96,0.0,1011,30,10,
2026-3-13 09:32:00,广州,24,晴,南风2级,21,35%,10,197,0.0,1011,30,10,
2026-3-13 10:32:00,广州,22,晴,东南风1级,20,38%,4,113,0.0,1011,30,10,
2026-3-13 11:24:00,广州,20,晴,南风2级,20,51%,6,173,0.0,1012,30,0,
2026-3-13 12:56:00,广州,19,晴,南风1级,20,53%,3,157,0.0,1013,30,0,
2026-3-13 13:57:00,广州,18,晴,南风1级,18,59%,3,184,0.0,1014,30,0,
