时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-3-12 16:00:00,南京,8,雾,东风2级,5,77%,6,106,0.0,1026,4,0,
2026-3-12 17:42:00,南京,6,雾,东风1级,2,90%,5,84,0.0,1027,4,0,🟧 橙色降温提示：1小时降温3℃
2026-3-12 18:50:00,南京,6,雾,东南风2级,3,85%,6,136,0.0,1026,4,0,
2026-3-12 19:32:00,南京,5,雾,东风1级,2,85%,3,77,0.0,1026,4,0,
2026-3-12 20:26:00,南京,4,雾,东风2级,1,89%,7,98,0.0,1025,4,0,
2026-3-12 21:26:00,南京,4,雾,东风2级,2,92%,7,80,0.0,1026,3,0,
2026-3-12 22:16:00,南京,3,雾,东风1级,2,95%,5,108,0.0,1026,3,0,
2026-3-12 23:24:00,南京,5,雾,东风2级,1,92%,7,79,0.0,1026,3,0,
2026-3-13 02:00:00,南京,10,霾,东南风3级,5,43%,18,124,0.0,1027,10,0,
2026-3-13 04:42:00,南京,14,晴,东风3级,7,23%,14,88,0.0,1025,13,0,
2026-3-13 05:42:00,南京,15,晴,东南风3级,9,21%,12,125,0.0,1024,19,0,
2026-3-13 06:48:00,南京,16,晴,东南风3级,10,20%,16,136,0.0,1023,21,0,
2026-3-13 07:40:00,南京,16,晴,东南风4级,10,20%,26,148,0.0,1022,21,0,
2026-3-13 08:32:00,南京,16,晴,东南风3级,11,16%,15,145,0.0,1021,28,0,
2026-3-13 09:33:00,南京,15,晴,东南风2级,11,17%,6,127,0.0,1021,27,0,
