时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-3-12 16:02:00,西安,16,阴,南风1级,12,14%,5,186,0.0,975,16,100,
2026-3-12 17:42:00,西安,14,阴,北风0级,11,29%,1,340,0.0,975,16,100,
2026-3-12 18:48:00,西安,13,阴,西风1级,9,18%,4,266,0.0,975,16,100,
2026-3-12 19:32:00,西安,13,阴,北风0级,9,17%,1,338,0.0,975,16,100,
2026-3-12 20:24:00,西安,12,阴,东南风1级,9,17%,4,147,0.0,975,16,100,
2026-3-12 21:23:00,西安,12,阴,西南风1级,9,18%,4,210,0.0,975,16,100,
2026-3-12 22:18:00,西安,12,阴,东风1级,9,20%,2,89,0.0,975,16,100,
2026-3-12 23:24:00,西安,12,阴,东北风1级,9,24%,5,57,0.0,975,16,99,
2026-3-13 02:00:00,西安,10,小雨,东南风1级,7,42%,5,148,0.0,977,16,100,
2026-3-13 04:42:00,西安,10,阴,东北风1级,8,71%,2,39,0.1,978,16,100,
2026-3-13 05:42:00,西安,9,小雨,西风1级,6,77%,5,277,0.0,978,16,100,
2026-3-13 06:48:00,西安,9,雨,东北风1级,8,100%,2,54,0.3,977,16,100,
