时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-8-24 16:25:00,昆明,19,多云,北风2级,18,87%,6,0,0.0,810,21,100,🟧 橙色降温提示：1小时降温3℃
2026-8-24 17:15:00,昆明,19,多云,东风1级,19,91%,3,90,0.0,810,20,100,
2026-8-24 18:15:00,昆明,18,多云,西北风1级,17,91%,4,315,0.0,810,19,100,
2026-8-24 19:15:00,昆明,18,多云,北风2级,17,89%,7,0,0.0,810,21,100,
2026-8-24 20:15:00,昆明,18,多云,东北风1级,18,88%,4,45,0.0,810,18,100,
2026-8-24 21:15:00,昆明,17,多云,北风1级,16,91%,5,0,0.0,809,18,100,
2026-8-24 22:15:00,昆明,17,多云,北风2级,16,93%,6,0,0.0,809,19,100,
2026-8-24 22:48:00,昆明,16,多云,北风2级,15,94%,6,0,0.0,809,14,100,
2026-8-25 00:48:00,昆明,19,多云,东北风3级,18,82%,14,45,0.0,810,25,100,
2026-8-25 02:37:00,昆明,22,阵雨,东北风2级,24,69%,11,45,0.0,810,23,100,
2026-8-25 03:37:00,昆明,24,多云,北风3级,26,58%,13,0,0.0,810,30,100,
2026-8-25 04:25:00,昆明,25,多云,东北风2级,28,55%,12,45,0.0,810,27,100,
2026-8-25 05:15:00,昆明,26,阴,西北风2级,29,51%,6,315,0.0,809,30,100,
2026-8-25 06:25:00,昆明,27,阴,西北风2级,29,47%,9,315,0.0,809,30,100,
2026-8-25 07:25:00,昆明,27,阴,北风2级,29,45%,12,0,0.0,808,30,100,
2026-8-25 08:25:00,昆明,26,阴,西北风4级,25,53%,25,315,0.0,807,30,100,🟧 橙色降温提示：1小时降温4℃;💨 北风警报：西北风 4级
2026-8-25 09:25:00,昆明,26,阴,西北风3级,27,51%,13,315,1.8,806,30,100,
2026-8-25 10:15:00,昆明,27,阴,西北风2级,28,50%,11,315,1.3,806,30,100,
2026-8-25 11:15:00,昆明,24,阴,东风4级,22,65%,22,90,1.3,807,19,100,📉 红色降温预警：1小时骤降6℃
2026-8-25 12:25:00,昆明,22,阴,西南风2级,23,70%,6,225,0.0,808,29,100,
2026-8-25 13:37:00,昆明,21,阴,西北风1级,23,86%,3,315,0.0,808,19,100,
