时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-27 16:16:00,厦门,13,晴,东北风4级,9,78%,23,45,0.0,1005,30,0,💨 北风警报：东北风 4级
2025-12-27 17:10:00,厦门,13,晴,东北风4级,9,75%,20,45,0.0,1004,30,0,💨 北风警报：东北风 4级
2025-12-27 18:25:00,厦门,13,晴,东北风3级,10,73%,18,45,0.0,1004,30,0,
2025-12-27 19:08:00,厦门,12,晴,东北风3级,10,78%,13,45,0.0,1003,27,1,
2025-12-27 20:17:00,厦门,12,晴,东北风3级,9,76%,14,45,0.0,1003,26,1,
2025-12-27 21:10:00,厦门,12,晴,北风3级,9,74%,14,0,0.0,1003,30,2,
2025-12-27 22:08:00,厦门,12,晴,北风2级,11,81%,8,0,0.0,1003,23,10,
2025-12-27 23:17:00,厦门,12,晴,西北风1级,11,79%,3,315,0.0,1004,22,10,
2025-12-28 01:48:00,厦门,14,晴,西风2级,13,71%,6,270,0.0,1005,11,10,
2025-12-28 03:40:00,厦门,17,晴,北风3级,15,56%,12,0,0.0,1004,30,2,
2025-12-28 04:40:00,厦门,18,多云,东风3级,16,54%,14,90,0.0,1003,25,5,
2025-12-28 05:16:00,厦门,18,多云,东南风3级,16,54%,14,135,0.0,1002,28,9,
2025-12-28 06:25:00,厦门,19,阴,西风2级,18,57%,10,270,0.0,1001,25,10,
2025-12-28 07:10:00,厦门,19,多云,西风1级,19,54%,4,270,0.0,1001,27,8,
2025-12-28 08:16:00,厦门,18,多云,东风2级,16,56%,11,90,0.0,1001,30,5,🟧 橙色降温提示：1小时降温3℃
2025-12-28 09:10:00,厦门,16,多云,东风4级,12,65%,23,90,0.0,1001,30,1,🟧 橙色降温提示：1小时降温4℃
