时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-12 16:16:00,深圳,19,多云,东南风3级,18,75%,14,135,0.0,1012,13,91,
2025-12-12 17:10:00,深圳,19,晴,北风1级,19,75%,5,0,0.0,1012,13,91,
2025-12-12 18:26:00,深圳,19,晴,东北风1级,19,76%,5,45,0.0,1011,12,91,
2025-12-12 19:10:00,深圳,18,多云,南风1级,19,79%,4,180,0.0,1011,12,91,
2025-12-12 20:14:00,深圳,19,多云,南风1级,20,78%,4,180,0.0,1011,12,91,
2025-12-12 21:16:00,深圳,18,多云,东北风2级,18,78%,7,45,0.0,1011,12,91,
2025-12-12 22:16:00,深圳,18,多云,北风1级,19,79%,4,0,0.0,1012,12,91,
2025-12-12 23:16:00,深圳,18,阴,北风1级,19,78%,3,0,0.0,1012,12,10,
2025-12-13 01:32:00,深圳,20,阴,东北风2级,20,70%,10,45,0.0,1013,11,91,
2025-12-13 03:10:00,深圳,21,阴,东北风1级,22,71%,5,45,0.0,1013,10,100,
2025-12-13 04:16:00,深圳,21,小雨,北风1级,22,68%,5,0,0.0,1013,10,100,
2025-12-13 05:16:00,深圳,21,阴,北风3级,20,68%,14,0,0.0,1012,11,100,
2025-12-13 06:24:00,深圳,21,阴,北风3级,20,69%,16,0,0.0,1011,16,100,
2025-12-13 07:16:00,深圳,20,阴,北风4级,17,69%,25,0,0.0,1011,21,100,🟧 橙色降温提示：1小时降温3℃;💨 北风警报：北风 4级
2025-12-13 08:16:00,深圳,19,阴,北风3级,18,78%,14,0,0.0,1012,15,100,
2025-12-13 09:16:00,深圳,18,阴,东北风4级,15,77%,23,45,0.0,1012,30,100,🟧 橙色降温提示：1小时降温3℃;💨 北风警报：东北风 4级
2025-12-13 10:16:00,深圳,17,小雨,北风2级,17,82%,9,0,0.0,1013,23,100,
2025-12-13 11:10:00,深圳,17,阴,北风3级,15,77%,17,0,0.0,1014,22,88,
2025-12-13 12:32:00,深圳,15,小雨,东北风4级,12,79%,22,45,0.0,1015,14,83,🟧 橙色降温提示：1小时降温3℃;💨 北风警报：东北风 4级
2025-12-13 13:16:00,深圳,15,小雨,东北风2级,14,82%,11,45,0.0,1015,29,88,
2025-12-13 14:08:00,深圳,15,阴,北风3级,12,74%,17,0,0.0,1015,28,93,
2025-12-13 15:10:00,深圳,15,阴,北风2级,13,66%,11,0,0.0,1015,30,98,
