时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-2-15 16:24:00,重庆,13,多云,北风2级,10,66%,8,2,0.0,987,14,91,
2026-2-15 17:16:00,重庆,13,阴,西风2级,11,64%,9,279,0.0,987,14,91,
2026-2-15 18:32:00,重庆,13,阴,西风1级,11,66%,4,286,0.0,987,13,96,
2026-2-15 19:17:00,重庆,13,阴,西风2级,11,68%,6,248,0.0,988,12,97,
2026-2-15 20:25:00,重庆,12,阴,西北风1级,10,63%,5,296,0.0,988,14,99,
2026-2-15 21:17:00,重庆,12,阴,西风1级,10,62%,4,280,0.0,988,16,100,
2026-2-15 22:16:00,重庆,12,阴,西风2级,10,59%,6,290,0.0,989,17,100,
2026-2-15 23:24:00,重庆,12,阴,北风1级,11,59%,5,17,0.0,989,19,100,
2026-2-16 02:00:00,重庆,13,阴,西风2级,10,59%,7,282,0.0,991,17,100,
2026-2-16 04:57:00,重庆,15,阴,北风2级,13,52%,6,344,0.0,992,22,100,
2026-2-16 06:00:00,重庆,15,阴,北风1级,13,52%,2,8,0.0,992,25,100,
2026-2-16 07:48:00,重庆,16,阴,北风1级,14,51%,3,354,0.0,989,19,100,
2026-2-16 08:40:00,重庆,15,阴,西风1级,12,52%,5,247,0.0,989,18,100,
2026-2-16 09:48:00,重庆,15,阴,西风2级,12,56%,9,288,0.0,989,17,100,
2026-2-16 10:40:00,重庆,14,多云,东北风2级,10,57%,7,42,0.0,989,17,10,
2026-2-16 11:32:00,重庆,13,阴,东北风3级,9,64%,12,63,0.0,989,10,10,
2026-2-16 13:01:00,重庆,12,阴,东北风1级,8,69%,3,42,0.0,990,6,91,
