时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-2-15 16:26:00,深圳,20,多云,南风1级,21,88%,4,188,0.0,1008,21,10,
2026-2-15 17:18:00,深圳,20,多云,南风1级,21,89%,4,188,0.0,1008,19,10,
2026-2-15 18:34:00,深圳,20,多云,北风0级,22,90%,1,12,0.0,1008,15,10,
2026-2-15 19:17:00,深圳,20,多云,西北风1级,22,88%,2,300,0.0,1008,21,10,
2026-2-15 20:25:00,深圳,20,多云,西风1级,21,87%,3,251,0.0,1007,21,100,
2026-2-15 21:17:00,深圳,20,多云,西风1级,22,87%,2,290,0.0,1007,21,100,
2026-2-15 22:16:00,深圳,20,多云,北风0级,22,85%,1,343,0.0,1008,22,100,
2026-2-15 23:24:00,深圳,20,多云,东北风1级,21,87%,2,64,0.0,1008,24,10,
2026-2-16 02:00:00,深圳,25,晴,东北风1级,26,65%,4,28,0.0,1010,30,10,
2026-2-16 04:58:00,深圳,28,多云,西南风2级,28,55%,7,208,0.0,1009,30,91,
2026-2-16 06:00:00,深圳,29,多云,南风2级,29,57%,7,184,0.0,1008,30,91,
2026-2-16 07:50:00,深圳,28,晴,南风2级,28,59%,11,171,0.0,1006,28,91,
