时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-4-25 16:32:00,深圳,21,晴,北风1级,23,88%,4,16,0.0,1008,14,5,
2026-4-25 17:34:00,深圳,21,晴,东北风1级,22,90%,3,51,0.0,1007,9,4,
2026-4-25 18:48:00,深圳,21,雾,北风1级,22,90%,4,2,0.0,1007,9,3,
2026-4-25 19:34:00,深圳,20,雾,东北风1级,21,91%,2,43,0.0,1006,8,4,
2026-4-25 20:34:00,深圳,20,雾,北风1级,21,92%,5,356,0.0,1006,6,6,
2026-4-25 21:34:00,深圳,20,雾,东北风1级,20,91%,4,28,0.0,1006,5,7,
2026-4-25 22:34:00,深圳,20,雾,北风2级,20,90%,6,351,0.0,1007,8,8,
2026-4-25 23:34:00,深圳,21,雾,东北风1级,21,86%,3,46,0.0,1008,8,9,
2026-4-26 02:42:00,深圳,26,多云,东北风2级,26,64%,7,23,0.0,1008,17,10,
2026-4-26 05:34:00,深圳,28,多云,西南风1级,28,55%,5,240,0.0,1006,30,10,
2026-4-26 07:34:00,深圳,28,多云,西南风2级,28,62%,9,205,0.0,1005,23,10,
2026-4-26 08:56:00,深圳,27,阴,南风2级,26,59%,9,169,0.0,1004,29,10,
2026-4-26 10:42:00,深圳,25,多云,南风1级,29,69%,2,169,0.0,1004,26,95,
2026-4-26 11:34:00,深圳,24,晴,东南风1级,24,72%,2,138,0.0,1004,24,98,📉 红色降温预警：1小时骤降5℃
2026-4-26 13:02:00,深圳,24,晴,南风1级,25,72%,3,165,0.0,1005,26,98,
2026-4-26 14:34:00,深圳,23,晴,东风1级,24,70%,4,108,0.0,1006,30,10,
