时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-3-19 17:50:00,广州,19,晴,西南风1级,24,87%,2,204,0.0,1007,30,10,
2026-3-19 19:02:00,广州,22,多云,南风1级,24,90%,4,159,0.0,1006,30,10,
2026-3-19 20:34:00,广州,22,多云,北风0级,25,91%,1,347,0.0,1005,30,10,
2026-3-19 21:34:00,广州,19,多云,东北风1级,20,90%,2,22,0.0,1006,30,10,📉 红色降温预警：1小时骤降5℃
2026-3-19 22:26:00,广州,19,多云,北风1级,20,90%,3,11,0.0,1006,30,100,
2026-3-19 23:26:00,广州,19,多云,西风1级,20,90%,2,278,0.0,1007,30,100,
2026-3-20 02:00:00,广州,24,多云,南风2级,25,71%,10,179,0.0,1008,30,100,
2026-3-20 04:42:00,广州,26,阴,南风2级,25,65%,11,189,0.0,1008,30,91,
2026-3-20 05:50:00,广州,25,阴,南风1级,24,67%,4,166,0.0,1007,30,100,
2026-3-20 06:50:00,广州,25,阴,西南风2级,24,67%,9,231,0.0,1006,30,100,
