时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-1-12 16:25:00,重庆,8,雾,西北风1级,7,85%,2,330,0.0,993,2,0,
2026-1-12 17:18:00,重庆,7,雾,西风1级,5,88%,5,272,0.0,992,2,0,
2026-1-12 18:26:00,重庆,7,雾,西风1级,5,91%,2,248,0.0,992,2,0,
2026-1-12 19:16:00,重庆,7,雾,西风1级,5,92%,5,271,0.0,991,2,0,
2026-1-12 20:16:00,重庆,6,雾,西风2级,4,91%,8,276,0.0,991,2,0,
2026-1-12 21:18:00,重庆,6,雾,西北风1级,4,92%,2,309,0.0,990,1,0,
2026-1-12 22:16:00,重庆,6,雾,西风1级,5,93%,5,282,0.0,990,2,0,
2026-1-12 23:09:00,重庆,6,雾,西风1级,4,95%,2,279,0.0,990,1,0,
2026-1-13 01:40:00,重庆,6,雾,西风1级,4,95%,3,262,0.0,989,1,1,
2026-1-13 03:24:00,重庆,11,雾,东北风1级,10,75%,4,53,0.0,989,2,2,
2026-1-13 04:32:00,重庆,13,霾,北风1级,11,64%,2,10,0.0,988,3,2,
2026-1-13 05:17:00,重庆,14,霾,西风1级,13,59%,4,268,0.0,987,3,1,
2026-1-13 06:34:00,重庆,15,霾,东北风1级,13,54%,3,54,0.0,985,4,0,
2026-1-13 07:16:00,重庆,15,霾,东风1级,13,54%,5,93,0.0,983,4,0,
2026-1-13 08:25:00,重庆,16,霾,东南风2级,14,50%,9,133,0.0,982,5,0,
2026-1-13 09:24:00,重庆,15,霾,北风0级,14,51%,1,0,0.0,981,5,0,
