时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-4-14 17:02:00,昆明,17,晴,西南风2级,15,53%,10,237,0.0,810,15,0,
2026-4-14 19:02:00,昆明,15,晴,西南风2级,13,58%,7,205,0.0,810,14,0,
2026-4-14 20:50:00,昆明,12,晴,东北风1级,11,83%,2,56,0.0,809,10,0,
2026-4-14 21:50:00,昆明,12,雾,东风1级,11,81%,3,101,0.0,809,9,0,
2026-4-14 22:42:00,昆明,11,雾,北风1级,10,78%,4,341,0.0,809,12,0,
2026-4-14 23:34:00,昆明,12,晴,东南风1级,11,72%,4,124,0.0,809,14,0,
2026-4-15 02:28:00,昆明,20,晴,西南风3级,17,37%,18,233,0.0,810,14,0,
2026-4-15 05:14:00,昆明,23,多云,西北风3级,20,29%,18,323,0.0,809,19,10,
2026-4-15 07:42:00,昆明,24,阴,西北风3级,22,34%,15,331,0.0,807,16,10,
2026-4-15 09:00:00,昆明,23,阴,西北风3级,21,35%,12,322,0.0,807,16,10,
2026-4-15 10:50:00,昆明,22,多云,西南风3级,20,36%,12,216,0.0,807,18,91,
