时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-4-14 17:02:00,西安,18,多云,东北风1级,17,75%,5,56,0.0,965,8,10,
2026-4-14 19:02:00,西安,16,阴,北风0级,16,82%,1,338,0.0,964,8,10,
2026-4-14 20:48:00,西安,15,阴,南风1级,15,85%,2,179,0.0,963,8,91,
2026-4-14 21:48:00,西安,14,阴,北风0级,13,90%,1,3,0.0,963,8,91,
2026-4-14 22:42:00,西安,14,阴,东风1级,14,89%,2,80,0.0,963,8,91,
2026-4-14 23:32:00,西安,15,多云,西南风1级,14,88%,4,230,0.0,964,8,91,
2026-4-15 02:28:00,西安,19,阴,东风1级,18,66%,2,81,0.0,965,8,91,
2026-4-15 05:14:00,西安,23,阴,北风2级,23,60%,10,356,0.0,962,8,91,
2026-4-15 07:42:00,西安,24,阴,西南风1级,24,51%,2,214,0.0,960,8,94,
2026-4-15 08:58:00,西安,22,阴,西北风1级,19,46%,4,307,0.0,959,8,91,📉 红色降温预警：1小时骤降5℃
2026-4-15 10:48:00,西安,21,阴,西南风1级,19,52%,4,216,0.0,960,8,91,
2026-4-15 11:58:00,西安,20,阴,西北风1级,18,52%,5,315,0.0,961,8,91,
