时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-9 16:25:00,沈阳,-8,多云,东北风1级,-11,65%,5,45,0.0,1018,13,10,
2025-12-9 17:16:00,沈阳,-9,多云,东北风2级,-13,69%,8,45,0.0,1017,15,10,
2025-12-9 18:16:00,沈阳,-9,多云,东北风1级,-13,73%,5,45,0.0,1017,15,5,
2025-12-9 19:08:00,沈阳,-7,多云,东北风1级,-10,71%,4,45,0.0,1017,14,10,
2025-12-9 20:16:00,沈阳,-7,多云,北风0级,-9,68%,0,0,0.0,1017,12,10,
2025-12-9 21:10:00,沈阳,-8,多云,南风1级,-11,77%,2,180,0.0,1016,11,10,
2025-12-9 22:16:00,沈阳,-10,雾,北风1级,-13,83%,3,0,0.0,1016,10,10,
2025-12-9 23:10:00,沈阳,-9,雾,北风0级,-12,84%,0,0,0.0,1016,11,10,
2025-12-10 01:32:00,沈阳,-4,阴,东北风1级,-7,66%,3,45,0.0,1017,13,98,
2025-12-10 03:16:00,沈阳,0,阴,东北风2级,-3,55%,8,45,0.0,1016,15,100,
