时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-4 16:24:00,南京,7,阴,东北风1级,5,41%,4,45,0.0,1026,17,91,
2025-12-4 17:10:00,南京,7,阴,东北风2级,4,39%,7,45,0.0,1026,17,91,
2025-12-4 18:24:00,南京,7,阴,东北风2级,4,38%,6,45,0.0,1027,18,91,
2025-12-4 19:08:00,南京,7,阴,东北风2级,3,36%,11,45,0.0,1027,18,91,
2025-12-4 20:17:00,南京,6,阴,东北风2级,3,36%,6,45,0.0,1026,18,91,
2025-12-4 21:10:00,南京,6,阴,东北风1级,3,38%,5,45,0.0,1026,18,91,
2025-12-4 22:09:00,南京,6,阴,东北风2级,3,37%,8,45,0.0,1026,17,91,
2025-12-4 23:10:00,南京,6,阴,东风2级,3,39%,9,90,0.0,1027,14,91,
2025-12-5 01:32:00,南京,7,阴,东风3级,2,41%,19,90,0.0,1027,12,1,
2025-12-5 03:16:00,南京,9,多云,东风3级,6,44%,12,90,0.0,1026,12,0,
