时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-23 16:16:00,厦门,16,多云,西风1级,16,85%,5,270,0.0,1000,15,91,
2025-12-23 17:16:00,厦门,16,晴,西风1级,16,91%,5,270,0.0,1001,13,91,
2025-12-23 18:23:00,厦门,16,多云,西南风1级,16,88%,5,225,0.0,1001,14,91,
2025-12-23 19:09:00,厦门,16,多云,西北风1级,17,88%,3,315,0.0,1000,14,91,
2025-12-23 20:16:00,厦门,16,雾,北风2级,16,91%,6,0,0.0,1000,9,10,
2025-12-23 21:08:00,厦门,16,雾,北风2级,16,91%,8,0,0.0,999,8,10,
2025-12-23 22:09:00,厦门,16,雾,北风2级,16,92%,8,0,0.0,1000,8,10,
2025-12-23 23:08:00,厦门,16,雾,西南风1级,16,91%,5,225,0.0,1000,8,10,
2025-12-24 01:33:00,厦门,18,雾,西南风1级,19,81%,3,225,0.0,1001,6,10,
2025-12-24 03:16:00,厦门,21,晴,东北风3级,20,66%,12,45,0.0,1000,21,2,
2025-12-24 04:25:00,厦门,22,多云,东风3级,20,64%,17,90,0.0,999,20,5,
2025-12-24 05:16:00,厦门,23,多云,东风3级,22,61%,12,90,0.0,998,19,8,
2025-12-24 06:24:00,厦门,22,多云,东南风3级,20,66%,19,135,0.0,997,23,10,
2025-12-24 07:16:00,厦门,20,多云,东南风3级,18,70%,19,135,0.0,997,25,10,
2025-12-24 08:24:00,厦门,19,多云,东南风4级,16,73%,22,135,0.0,997,30,10,
2025-12-24 09:16:00,厦门,19,多云,东南风4级,16,76%,24,135,0.0,998,27,10,
