时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-23 16:24:00,西安,5,阴,东北风1级,2,27%,5,45,0.0,979,16,94,
2025-12-23 17:18:00,西安,4,阴,北风2级,0,23%,8,0,0.0,979,16,96,
2025-12-23 18:23:00,西安,3,阴,南风2级,-1,28%,8,180,0.0,979,16,98,
2025-12-23 19:09:00,西安,3,阴,东北风2级,-1,31%,9,45,0.0,979,16,92,
2025-12-23 20:08:00,西安,3,阴,东北风2级,-1,32%,10,45,0.0,979,16,92,
2025-12-23 21:08:00,西安,2,多云,东北风2级,-1,40%,6,45,0.0,979,16,91,
2025-12-23 22:18:00,西安,2,阴,北风2级,-1,40%,7,0,0.0,979,16,91,
2025-12-23 23:08:00,西安,2,多云,北风2级,-1,36%,7,0,0.0,980,16,91,
2025-12-24 01:33:00,西安,3,晴,西北风2级,0,40%,7,315,0.0,982,16,91,
2025-12-24 03:13:00,西安,6,多云,南风2级,2,23%,11,180,0.0,983,16,10,
2025-12-24 04:24:00,西安,7,多云,南风3级,2,19%,18,180,0.0,982,16,10,
2025-12-24 05:18:00,西安,8,多云,南风3级,3,19%,19,180,0.0,981,16,10,
