时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-23 16:16:00,哈尔滨,-17,多云,西风3级,-23,74%,14,270,0.0,1009,18,0,🥶 红色极寒警报：体感低至 -23℃
2025-12-23 17:18:00,哈尔滨,-17,多云,西风3级,-23,76%,14,270,0.0,1009,16,0,🥶 红色极寒警报：体感低至 -23℃
2025-12-23 18:23:00,哈尔滨,-17,多云,西风2级,-22,77%,11,270,0.0,1009,14,0,🥶 红色极寒警报：体感低至 -22℃
2025-12-23 19:09:00,哈尔滨,-17,多云,西南风2级,-21,79%,6,225,0.0,1009,12,0,🥶 红色极寒警报：体感低至 -21℃
2025-12-23 20:16:00,哈尔滨,-16,多云,西南风2级,-21,80%,9,225,0.0,1009,15,0,🥶 红色极寒警报：体感低至 -21℃
2025-12-23 21:08:00,哈尔滨,-16,多云,西南风2级,-21,79%,10,225,0.0,1008,16,0,🥶 红色极寒警报：体感低至 -21℃
2025-12-23 22:09:00,哈尔滨,-17,多云,西南风2级,-22,80%,9,225,0.0,1008,12,10,🥶 红色极寒警报：体感低至 -22℃
2025-12-23 23:08:00,哈尔滨,-21,雾,东南风1级,-25,80%,5,135,0.0,1008,8,10,🥶 红色极寒警报：体感低至 -25℃;🟧 橙色降温提示：1小时降温3℃
2025-12-24 01:34:00,哈尔滨,-14,晴,西南风3级,-20,65%,15,225,0.0,1009,16,91,🥶 红色极寒警报：体感低至 -20℃
2025-12-24 03:16:00,哈尔滨,-13,多云,西风3级,-19,59%,16,270,0.0,1008,12,10,❄️ 橙色寒冷提示：体感低至 -19℃
2025-12-24 04:24:00,哈尔滨,-12,晴,西风3级,-18,58%,18,270,0.0,1008,20,10,❄️ 橙色寒冷提示：体感低至 -18℃
2025-12-24 05:18:00,哈尔滨,-12,晴,西风4级,-19,57%,20,270,0.0,1008,18,10,❄️ 橙色寒冷提示：体感低至 -19℃
2025-12-24 06:24:00,哈尔滨,-12,晴,西风3级,-17,51%,12,270,0.0,1008,24,1,❄️ 橙色寒冷提示：体感低至 -17℃
2025-12-24 07:16:00,哈尔滨,-12,晴,西风3级,-17,54%,12,270,0.0,1008,25,1,❄️ 橙色寒冷提示：体感低至 -17℃
2025-12-24 08:24:00,哈尔滨,-14,多云,西风2级,-18,63%,6,270,0.0,1009,16,0,❄️ 橙色寒冷提示：体感低至 -18℃
2025-12-24 09:16:00,哈尔滨,-15,多云,西风2级,-20,65%,9,270,0.0,1009,12,0,🥶 红色极寒警报：体感低至 -20℃
2025-12-24 10:18:00,哈尔滨,-16,雾,西风2级,-21,73%,9,270,0.0,1010,8,2,🥶 红色极寒警报：体感低至 -21℃
2025-12-24 11:08:00,哈尔滨,-17,雾,西北风2级,-22,74%,8,315,0.0,1010,8,2,🥶 红色极寒警报：体感低至 -22℃
