时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-2-10 16:01:00,广州,16,阴,北风0级,15,81%,1,349,0.0,1013,21,7,
2026-2-10 17:56:00,广州,16,阴,北风0级,15,80%,1,352,0.0,1014,21,8,
2026-2-10 19:58:00,广州,16,阴,西风1级,16,82%,2,272,0.0,1013,19,10,
2026-2-10 20:48:00,广州,16,阴,北风0级,16,84%,1,4,0.0,1013,19,10,
2026-2-10 21:34:00,广州,16,阴,西南风1级,15,86%,2,224,0.0,1013,18,10,
2026-2-10 22:34:00,广州,16,阴,东南风1级,14,80%,4,135,0.0,1014,17,10,
2026-2-10 23:34:00,广州,15,阴,东北风1级,18,78%,3,54,0.0,1014,17,10,
2026-2-11 02:17:00,广州,19,阴,东北风1级,18,73%,5,28,0.0,1015,20,91,
2026-2-11 04:58:00,广州,23,多云,东北风2级,21,58%,11,34,0.0,1014,30,10,
2026-2-11 06:56:00,广州,25,多云,东北风1级,22,53%,3,66,0.0,1012,30,10,
2026-2-11 08:42:00,广州,24,多云,东北风1级,23,55%,4,55,0.0,1011,30,10,
2026-2-11 09:48:00,广州,22,多云,南风1级,24,61%,3,157,0.0,1011,30,10,
