时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-25 16:16:00,厦门,11,阴,东风3级,8,70%,15,90,0.0,1006,19,91,
2025-12-25 17:08:00,厦门,11,阴,东风5级,5,64%,31,90,0.0,1006,14,91,🟧 橙色降温提示：1小时降温3℃
2025-12-25 18:24:00,厦门,10,阴,东北风4级,4,64%,27,45,0.0,1007,14,98,💨 北风警报：东北风 4级
2025-12-25 19:10:00,厦门,10,阴,东风4级,5,59%,25,90,0.0,1006,15,91,
2025-12-25 20:16:00,厦门,10,阴,北风4级,5,61%,25,0,0.0,1006,13,91,💨 北风警报：北风 4级
2025-12-25 21:10:00,厦门,10,阴,东北风4级,4,59%,26,45,0.0,1007,16,91,💨 北风警报：东北风 4级
2025-12-25 22:16:00,厦门,9,阴,东风5级,2,55%,33,90,0.0,1007,17,91,
2025-12-25 23:08:00,厦门,9,多云,东北风4级,4,55%,22,45,0.0,1007,18,91,💨 北风警报：东北风 4级
2025-12-26 01:40:00,厦门,10,多云,东北风5级,3,51%,33,45,0.0,1008,14,91,💨 北风警报：东北风 5级
2025-12-26 03:16:00,厦门,12,晴,东北风4级,7,49%,25,45,0.0,1008,16,5,💨 北风警报：东北风 4级
2025-12-26 04:24:00,厦门,13,晴,东风4级,9,52%,21,90,0.0,1007,19,4,
2025-12-26 05:16:00,厦门,13,晴,东风4级,8,49%,25,90,0.0,1006,16,4,
2025-12-26 06:24:00,厦门,14,多云,东南风3级,11,51%,14,135,0.0,1005,18,4,
2025-12-26 07:16:00,厦门,13,多云,东南风4级,9,52%,21,135,0.0,1004,19,5,
2025-12-26 08:24:00,厦门,13,多云,东北风4级,9,56%,21,45,0.0,1005,21,7,💨 北风警报：东北风 4级
2025-12-26 09:12:00,厦门,12,多云,东北风3级,8,57%,16,45,0.0,1005,23,9,
2025-12-26 10:16:00,厦门,12,多云,东北风4级,7,58%,22,45,0.0,1005,26,10,💨 北风警报：东北风 4级
2025-12-26 11:10:00,厦门,12,多云,东北风3级,9,59%,16,45,0.0,1006,28,10,
2025-12-26 12:31:00,厦门,12,多云,东北风4级,7,61%,25,45,0.0,1006,26,10,💨 北风警报：东北风 4级
2025-12-26 13:24:00,厦门,12,多云,东风3级,9,61%,14,90,0.0,1006,25,10,
2025-12-26 14:10:00,厦门,12,多云,东北风4级,7,61%,24,45,0.0,1006,25,10,💨 北风警报：东北风 4级
2025-12-26 15:16:00,厦门,11,阴,东北风4级,7,62%,21,45,0.0,1006,30,10,💨 北风警报：东北风 4级
