时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-1-23 16:24:00,成都,4,阴,北风0级,3,95%,1,346,0.0,968,16,10,
2026-1-23 17:18:00,成都,4,阴,北风0级,3,98%,1,346,0.0,967,16,9,
2026-1-23 18:26:00,成都,4,阴,南风1级,3,100%,2,195,0.0,967,16,7,
2026-1-23 19:18:00,成都,4,阴,北风0级,3,100%,1,18,0.0,966,16,6,
2026-1-23 20:18:00,成都,4,阴,北风0级,3,100%,1,20,0.0,966,16,6,
2026-1-23 21:16:00,成都,4,阴,北风0级,3,100%,1,359,0.0,965,16,6,
2026-1-23 22:16:00,成都,4,阴,北风0级,3,100%,1,0,0.0,965,16,91,
2026-1-23 23:18:00,成都,4,阴,北风0级,3,100%,1,357,0.0,964,16,91,
2026-1-24 01:42:00,成都,4,阴,北风0级,3,100%,1,352,0.0,965,16,91,
2026-1-24 03:22:00,成都,6,阴,南风1级,4,76%,3,179,0.0,964,16,91,
2026-1-24 04:34:00,成都,6,阴,东南风1级,4,72%,5,115,0.0,963,16,91,
2026-1-24 05:18:00,成都,6,阴,北风0级,4,70%,1,16,0.0,962,16,91,
