时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-14 16:17:00,昆明,8,晴,西南风2级,6,81%,9,225,0.0,814,17,0,
2025-12-14 17:10:00,昆明,9,晴,西南风3级,6,82%,12,225,0.0,814,20,0,
2025-12-14 18:25:00,昆明,8,晴,西南风1级,7,85%,5,225,0.0,814,16,0,
2025-12-14 19:10:00,昆明,7,晴,西风1级,5,87%,5,270,0.0,814,16,0,
2025-12-14 20:10:00,昆明,7,晴,西风1级,6,88%,4,270,0.0,813,13,0,
2025-12-14 21:10:00,昆明,7,晴,西南风2级,5,89%,8,225,0.0,813,12,1,
2025-12-14 22:10:00,昆明,7,晴,西南风3级,4,91%,13,225,0.0,813,15,10,
2025-12-14 23:10:00,昆明,7,雾,西北风1级,6,92%,4,315,0.0,813,9,10,
2025-12-15 01:40:00,昆明,9,雾,西南风3级,6,81%,14,225,0.0,814,9,10,
2025-12-15 02:54:00,昆明,12,晴,西南风3级,8,63%,18,225,0.0,815,15,10,
2025-12-15 04:31:00,昆明,15,晴,西南风4级,11,48%,21,225,0.0,814,26,10,
2025-12-15 05:18:00,昆明,16,晴,西南风3级,12,42%,19,225,0.0,813,30,10,
2025-12-15 06:26:00,昆明,17,晴,西南风3级,13,37%,17,225,0.0,812,30,0,
2025-12-15 07:16:00,昆明,17,晴,西南风3级,14,39%,14,225,0.0,811,29,0,
