时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-1-24 16:17:00,哈尔滨,-22,晴,西北风2级,-28,74%,8,332,0.0,1015,12,0,🥶 红色极寒警报：体感低至 -28℃
2026-1-24 17:08:00,哈尔滨,-23,晴,西北风2级,-29,75%,6,297,0.0,1015,14,0,🥶 红色极寒警报：体感低至 -29℃
2026-1-24 18:24:00,哈尔滨,-23,晴,西北风2级,-29,74%,6,322,0.0,1016,19,0,🥶 红色极寒警报：体感低至 -29℃
2026-1-24 19:08:00,哈尔滨,-23,晴,西北风2级,-29,74%,7,300,0.0,1016,18,1,🥶 红色极寒警报：体感低至 -29℃
2026-1-24 20:08:00,哈尔滨,-23,晴,西北风2级,-28,74%,10,295,0.0,1016,18,1,🥶 红色极寒警报：体感低至 -28℃
2026-1-24 21:08:00,哈尔滨,-23,晴,西北风2级,-28,72%,9,315,0.0,1016,14,2,🥶 红色极寒警报：体感低至 -28℃
2026-1-24 22:16:00,哈尔滨,-23,晴,西北风3级,-29,72%,19,308,0.0,1017,15,2,🥶 红色极寒警报：体感低至 -29℃
2026-1-24 23:16:00,哈尔滨,-24,晴,南风1级,-29,72%,5,177,0.0,1017,9,1,🥶 红色极寒警报：体感低至 -29℃
2026-1-25 01:48:00,哈尔滨,-21,晴,西北风2级,-28,61%,8,296,0.0,1018,12,0,🥶 红色极寒警报：体感低至 -28℃
2026-1-25 03:48:00,哈尔滨,-18,晴,西北风2级,-25,53%,7,336,0.0,1019,30,0,🥶 红色极寒警报：体感低至 -25℃
2026-1-25 04:48:00,哈尔滨,-17,晴,西北风2级,-23,51%,10,323,0.0,1019,19,4,🥶 红色极寒警报：体感低至 -23℃
2026-1-25 05:25:00,哈尔滨,-16,晴,西北风2级,-22,50%,9,316,0.0,1019,24,9,🥶 红色极寒警报：体感低至 -22℃
2026-1-25 06:24:00,哈尔滨,-16,晴,西北风2级,-22,48%,8,300,0.0,1019,30,10,🥶 红色极寒警报：体感低至 -22℃
