时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-8-18 16:10:00,南京,27,阴,东风3级,30,97%,12,90,0.0,1006,10,10,
2026-8-18 17:12:00,南京,27,雾,东风3级,30,99%,14,90,0.0,1006,7,10,
2026-8-18 18:24:00,南京,27,雾,东南风3级,30,100%,14,135,0.0,1006,5,91,
2026-8-18 19:22:00,南京,26,雾,东风3级,29,100%,13,90,0.0,1005,4,91,
2026-8-18 20:10:00,南京,26,雾,东风3级,29,100%,12,90,0.0,1005,4,91,
2026-8-18 21:10:00,南京,26,雾,东风3级,28,100%,16,90,0.0,1005,3,91,
2026-8-18 22:10:00,南京,26,雾,东风2级,29,100%,11,90,0.0,1006,4,91,
2026-8-18 23:10:00,南京,27,雾,东风3级,29,98%,16,90,0.0,1006,7,10,
2026-8-19 01:00:00,南京,30,多云,东南风4级,31,84%,23,135,0.0,1006,26,91,
2026-8-19 02:50:00,南京,30,多云,东风4级,30,77%,26,90,0.0,1007,15,99,
2026-8-19 03:38:00,南京,30,阴,东风4级,30,78%,26,90,0.0,1007,16,99,
2026-8-19 04:22:00,南京,32,多云,东南风4级,32,66%,25,135,0.0,1006,24,96,
2026-8-19 05:24:00,南京,32,多云,东南风4级,33,64%,22,135,0.0,1006,27,94,
2026-8-19 06:36:00,南京,33,多云,东南风4级,34,61%,22,135,0.0,1005,24,91,
2026-8-19 07:30:00,南京,32,多云,东南风4级,32,64%,26,135,0.0,1005,30,91,
2026-8-19 08:32:00,南京,33,多云,东南风4级,34,63%,20,135,0.0,1005,30,91,
2026-8-19 09:30:00,南京,32,多云,东风4级,33,67%,21,90,0.0,1005,21,91,
2026-8-19 10:12:00,南京,31,多云,东风3级,32,67%,18,90,0.0,1005,27,91,
2026-8-19 11:10:00,南京,30,多云,东南风3级,32,75%,18,135,0.0,1005,22,91,
2026-8-19 12:39:00,南京,30,阴,东风3级,33,78%,12,90,0.0,1006,23,91,
2026-8-19 13:38:00,南京,29,阴,东风3级,31,77%,15,90,0.0,1006,20,91,
2026-8-19 14:12:00,南京,29,阴,东南风3级,31,78%,17,135,0.0,1006,24,91,
