时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-6-3 18:39:00,昆明,21,阴,东北风4级,19,73%,23,45,0.0,807,30,95,🟧 橙色降温提示：1小时降温3℃;💨 北风警报：东北风 4级
