时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-8-12 17:00:00,广州,30,多云,南风3级,32,80%,19,180,0.0,992,30,10,
2026-8-12 18:58:00,广州,30,多云,南风3级,32,80%,19,180,0.0,992,30,10,
2026-8-12 20:36:00,广州,30,多云,南风3级,32,80%,17,180,0.0,992,30,99,
2026-8-12 21:36:00,广州,30,多云,南风2级,33,81%,11,180,0.0,991,30,99,
2026-8-12 22:36:00,广州,30,多云,南风3级,32,82%,18,180,0.0,991,30,91,
2026-8-12 23:36:00,广州,30,多云,西南风4级,31,80%,21,225,0.0,992,30,91,
2026-8-13 01:50:00,广州,26,大雨,北风4级,26,93%,28,0,12.0,993,19,10,📉 红色降温预警：1小时骤降5℃;💨 北风警报：北风 4级
2026-8-13 04:02:00,广州,30,小雨,北风2级,34,83%,9,0,0.0,993,30,10,
2026-8-13 06:02:00,广州,33,阴,东北风3级,36,68%,13,45,0.0,992,30,40,
2026-8-13 08:00:00,广州,25,大雨,西南风6级,20,89%,48,225,0.0,991,1,96,📉 红色降温预警：1小时骤降16℃
2026-8-13 10:02:00,广州,26,阴,北风2级,29,94%,7,0,1.0,991,30,99,
2026-8-13 11:38:00,广州,26,雾,北风2级,29,94%,9,0,0.0,992,10,91,
2026-8-13 13:00:00,广州,26,雾,西北风2级,29,95%,9,315,0.0,991,14,91,
