时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-1-15 16:32:00,厦门,14,晴,东北风1级,13,78%,5,45,0.0,999,13,10,
2026-1-15 17:26:00,厦门,14,晴,北风1级,13,81%,2,337,0.0,999,14,10,
2026-1-15 18:33:00,厦门,14,多云,北风1级,13,80%,4,10,0.0,999,11,10,
2026-1-15 19:18:00,厦门,14,多云,西北风2级,13,79%,6,326,0.0,999,11,10,
2026-1-15 20:17:00,厦门,14,雾,西北风2级,13,75%,6,303,0.0,999,8,91,
2026-1-15 21:18:00,厦门,14,雾,西北风2级,13,77%,7,303,0.0,999,6,91,
2026-1-15 22:18:00,厦门,13,雾,西南风2级,12,76%,6,239,0.0,999,6,8,
2026-1-15 23:16:00,厦门,13,雾,西北风2级,11,74%,7,302,0.0,999,7,4,
2026-1-16 01:40:00,厦门,15,阴,西南风2级,13,68%,7,232,0.0,1000,9,0,
2026-1-16 03:24:00,厦门,18,阴,西风1级,17,57%,3,280,0.0,1000,9,0,
2026-1-16 04:30:00,厦门,20,阴,北风2级,18,43%,10,340,0.0,999,14,0,
2026-1-16 05:16:00,厦门,21,阴,东北风1级,19,36%,2,66,0.0,998,22,0,
2026-1-16 06:32:00,厦门,21,多云,南风2级,17,35%,9,170,0.0,998,21,0,
2026-1-16 07:16:00,厦门,21,多云,东南风3级,17,35%,14,112,0.0,997,16,0,
2026-1-16 08:26:00,厦门,20,多云,东风3级,16,33%,19,110,0.0,997,24,0,
2026-1-16 09:26:00,厦门,19,多云,东南风2级,17,38%,9,120,0.0,997,27,0,
2026-1-16 10:16:00,厦门,18,晴,东南风2级,15,40%,9,148,0.0,998,27,0,
2026-1-16 11:18:00,厦门,18,晴,东风2级,15,44%,8,77,0.0,998,22,1,
