时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-2-28 16:26:00,昆明,12,晴,西南风2级,10,58%,10,209,0.0,806,14,1,
2026-2-28 17:10:00,昆明,10,晴,西北风1级,8,66%,5,330,0.0,806,14,0,
2026-2-28 18:26:00,昆明,10,晴,西南风1级,9,68%,3,239,0.0,806,13,0,
2026-2-28 19:16:00,昆明,9,晴,西南风1级,8,67%,4,220,0.0,806,13,10,
2026-2-28 20:18:00,昆明,9,晴,南风1级,7,65%,4,178,0.0,806,14,10,
2026-2-28 21:16:00,昆明,9,晴,南风2级,7,67%,11,185,0.0,805,13,10,
2026-2-28 22:16:00,昆明,10,晴,西南风2级,8,63%,10,221,0.0,805,14,10,
2026-2-28 23:16:00,昆明,10,晴,西南风2级,7,61%,11,237,0.0,806,14,10,
2026-3-1 02:18:00,昆明,15,晴,西南风2级,9,43%,10,246,0.0,807,14,10,
2026-3-1 04:50:00,昆明,18,晴,西南风3级,14,27%,18,236,0.0,807,16,10,
2026-3-1 05:49:00,昆明,20,晴,西南风4级,12,27%,27,234,0.0,806,18,10,
2026-3-1 06:42:00,昆明,20,晴,西南风4级,12,27%,27,234,0.0,805,19,1,
2026-3-1 07:10:00,昆明,20,晴,西南风3级,13,25%,17,211,0.0,804,27,1,
2026-3-1 08:26:00,昆明,21,晴,西南风4级,14,24%,23,203,0.0,804,23,0,
2026-3-1 09:10:00,昆明,20,晴,西南风3级,17,26%,12,223,0.0,804,21,0,
2026-3-1 10:18:00,昆明,19,晴,西南风3级,14,29%,19,214,0.0,804,19,1,🟧 橙色降温提示：1小时降温3℃
2026-3-1 11:18:00,昆明,18,多云,西南风2级,16,32%,8,229,0.0,805,21,2,
2026-3-1 12:40:00,昆明,16,晴,西南风2级,12,36%,9,224,0.0,806,20,2,🟧 橙色降温提示：1小时降温4℃
2026-3-1 13:11:00,昆明,15,晴,西南风2级,12,38%,6,204,0.0,807,21,1,
