时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-8-10 15:56:00,沈阳,25,晴,西南风2级,27,83%,7,225,0.0,1003,30,0,
2026-8-10 17:42:00,沈阳,24,晴,南风2级,26,88%,9,180,0.0,1003,30,0,
2026-8-10 18:50:00,沈阳,22,晴,东南风1级,25,96%,4,135,0.0,1003,30,0,
2026-8-10 19:50:00,沈阳,22,晴,南风0级,25,97%,0,180,0.0,1003,30,0,
2026-8-10 20:36:00,沈阳,22,晴,西南风2级,24,99%,7,225,0.0,1003,30,0,
2026-8-10 21:36:00,沈阳,22,晴,东风1级,24,99%,5,90,0.0,1003,30,0,
2026-8-10 22:28:00,沈阳,25,晴,东南风2级,28,89%,7,135,0.0,1003,30,1,
2026-8-10 23:28:00,沈阳,28,晴,东南风2级,30,73%,11,135,0.0,1003,30,2,
2026-8-11 01:38:00,沈阳,30,多云,西南风4级,29,66%,28,225,0.0,1003,30,2,
2026-8-11 03:36:00,沈阳,31,多云,西南风4级,31,64%,21,225,0.0,1003,30,0,
2026-8-11 05:00:00,沈阳,32,晴,西南风4级,33,61%,21,225,0.0,1003,30,4,
2026-8-11 07:00:00,沈阳,33,晴,西南风5级,32,56%,30,225,0.0,1002,30,10,
2026-8-11 08:46:00,沈阳,33,晴,西南风3级,34,58%,18,225,0.0,1001,30,7,
2026-8-11 09:50:00,沈阳,32,晴,西南风3级,34,60%,15,225,0.0,1000,30,5,
2026-8-11 10:50:00,沈阳,31,晴,西南风3级,33,66%,16,225,0.0,1000,30,9,
2026-8-11 11:42:00,沈阳,30,晴,西风3级,31,67%,17,270,0.0,1001,30,4,
