时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-5-1 17:00:00,北京,16,阴,东北风1级,14,46%,5,48,0.0,1006,21,100,
2026-5-1 19:00:00,北京,15,阴,东风1级,13,51%,4,82,0.0,1005,28,100,
2026-5-1 20:48:00,北京,12,多云,北风1级,11,67%,4,352,0.0,1004,18,100,
2026-5-1 21:48:00,北京,12,阴,东北风1级,11,66%,3,51,0.0,1004,16,100,
2026-5-1 22:40:00,北京,13,阴,北风0级,12,62%,1,349,0.0,1004,16,100,
2026-5-1 23:48:00,北京,17,阴,北风1级,15,42%,2,349,0.0,1004,17,100,
2026-5-2 02:32:00,北京,21,阴,东风2级,18,36%,9,98,0.0,1003,15,100,
2026-5-2 05:32:00,北京,21,阴,西风3级,20,37%,13,252,0.0,1003,16,100,
2026-5-2 07:40:00,北京,16,阴,西风4级,12,51%,28,250,0.0,1004,22,100,📉 红色降温预警：1小时骤降8℃
2026-5-2 09:00:00,北京,13,小雨,西风4级,9,72%,25,272,0.0,1004,21,100,🟧 橙色降温提示：1小时降温3℃
2026-5-2 10:48:00,北京,13,阴,北风2级,12,65%,6,14,0.0,1004,30,100,
2026-5-2 11:40:00,北京,13,阴,北风2级,11,63%,10,7,0.0,1005,30,100,
2026-5-2 12:58:00,北京,13,阴,北风2级,12,61%,6,2,0.0,1006,30,100,
2026-5-2 14:40:00,北京,12,多云,北风2级,12,62%,6,358,0.0,1007,30,91,
