时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-31 16:16:00,沈阳,-20,晴,东风2级,-24,64%,6,90,0.0,1026,18,10,🥶 红色极寒警报：体感低至 -24℃
2025-12-31 17:10:00,沈阳,-20,晴,东北风2级,-25,67%,8,45,0.0,1026,20,10,🥶 红色极寒警报：体感低至 -25℃
2025-12-31 18:24:00,沈阳,-20,晴,东风2级,-25,66%,9,90,0.0,1026,16,10,🥶 红色极寒警报：体感低至 -25℃
2025-12-31 19:09:00,沈阳,-20,晴,东风2级,-24,69%,6,90,0.0,1026,12,10,🥶 红色极寒警报：体感低至 -24℃
2025-12-31 20:16:00,沈阳,-20,晴,北风1级,-24,70%,5,0,0.0,1025,16,5,🥶 红色极寒警报：体感低至 -24℃
2025-12-31 21:16:00,沈阳,-20,晴,东北风1级,-24,75%,5,45,0.0,1025,16,0,🥶 红色极寒警报：体感低至 -24℃
2025-12-31 22:08:00,沈阳,-21,晴,东风1级,-25,77%,4,90,0.0,1026,18,0,🥶 红色极寒警报：体感低至 -25℃
2025-12-31 23:16:00,沈阳,-20,晴,北风2级,-25,74%,11,0,0.0,1027,28,0,🥶 红色极寒警报：体感低至 -25℃
2026-1-1 01:48:00,沈阳,-15,晴,东北风2级,-19,50%,7,45,0.0,1028,30,0,❄️ 橙色寒冷提示：体感低至 -19℃
2026-1-1 03:41:00,沈阳,-12,晴,北风2级,-17,38%,11,0,0.0,1028,30,0,❄️ 橙色寒冷提示：体感低至 -17℃
2026-1-1 04:40:00,沈阳,-12,晴,西北风4级,-19,37%,22,315,0.0,1028,30,0,❄️ 橙色寒冷提示：体感低至 -19℃;💨 北风警报：西北风 4级
2026-1-1 05:24:00,沈阳,-11,晴,东北风2级,-16,37%,11,45,0.0,1028,30,0,❄️ 橙色寒冷提示：体感低至 -16℃
2026-1-1 06:24:00,沈阳,-12,晴,东北风3级,-18,34%,17,45,0.0,1028,30,0,❄️ 橙色寒冷提示：体感低至 -18℃
2026-1-1 07:16:00,沈阳,-12,晴,东北风3级,-18,34%,19,45,0.0,1028,30,0,❄️ 橙色寒冷提示：体感低至 -18℃
2026-1-1 08:25:00,沈阳,-14,晴,东北风3级,-20,41%,16,45,0.0,1029,30,0,🥶 红色极寒警报：体感低至 -20℃
2026-1-1 09:17:00,沈阳,-14,晴,北风3级,-19,48%,12,0,0.0,1029,25,0,❄️ 橙色寒冷提示：体感低至 -19℃
2026-1-1 10:16:00,沈阳,-15,晴,北风2级,-20,52%,9,0,0.0,1029,19,0,🥶 红色极寒警报：体感低至 -20℃
2026-1-1 11:08:00,沈阳,-16,晴,东北风1级,-20,51%,5,45,0.0,1030,22,0,🥶 红色极寒警报：体感低至 -20℃
