时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2025-12-31 16:18:00,昆明,6,晴,西风1级,4,76%,5,270,0.0,810,24,0,
2025-12-31 17:12:00,昆明,5,晴,西南风1级,3,83%,3,225,0.0,809,18,0,
2025-12-31 18:24:00,昆明,4,雾,西北风1级,2,88%,3,315,0.0,810,6,0,
2025-12-31 19:10:00,昆明,4,晴,西南风0级,3,89%,1,225,0.0,810,10,0,
2025-12-31 20:16:00,昆明,4,晴,北风0级,3,90%,0,0,0.0,810,16,0,
2025-12-31 21:16:00,昆明,4,晴,西南风1级,2,90%,4,225,0.0,810,18,0,
2025-12-31 22:10:00,昆明,4,晴,西风1级,2,89%,3,270,0.0,810,19,10,
2025-12-31 23:18:00,昆明,3,晴,北风0级,2,90%,0,0,0.0,810,18,10,
2026-1-1 01:48:00,昆明,8,晴,东北风1级,7,73%,3,45,0.0,812,18,10,
2026-1-1 03:42:00,昆明,11,多云,西风2级,9,65%,9,270,0.0,813,11,100,
2026-1-1 04:40:00,昆明,13,多云,西南风2级,11,54%,8,225,0.0,813,30,10,
2026-1-1 05:24:00,昆明,14,多云,东南风3级,10,40%,19,135,0.0,812,30,10,
2026-1-1 06:24:00,昆明,15,多云,东南风4级,10,42%,23,135,0.0,811,26,10,
2026-1-1 07:16:00,昆明,14,多云,东南风4级,10,48%,21,135,0.0,810,30,10,
2026-1-1 08:24:00,昆明,16,晴,东南风3级,13,44%,16,135,0.0,810,30,10,
2026-1-1 09:16:00,昆明,15,多云,南风3级,12,45%,14,180,0.0,810,30,10,
2026-1-1 10:18:00,昆明,14,多云,南风3级,11,48%,14,180,0.0,810,29,10,
2026-1-1 11:10:00,昆明,13,多云,西南风3级,9,47%,18,225,0.0,811,30,10,
2026-1-1 12:34:00,昆明,11,晴,西南风3级,8,59%,13,225,0.0,812,23,91,
