时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-8-14 16:44:00,漳浦,26,雾,东北风1级,30,95%,5,45,0.0,1000,2,91,
2026-8-14 17:44:00,漳浦,26,雾,西南风1级,30,96%,4,225,0.0,1000,4,91,
2026-8-14 18:50:00,漳浦,26,雾,西北风1级,30,95%,5,315,0.0,1000,8,91,
2026-8-14 19:44:00,漳浦,26,雾,北风2级,30,96%,7,0,0.0,999,6,91,
2026-8-14 20:24:00,漳浦,26,雾,东北风2级,29,96%,9,45,0.0,999,2,91,
2026-8-14 21:10:00,漳浦,26,雾,西北风2级,30,95%,6,315,0.0,999,11,98,
2026-8-14 22:10:00,漳浦,26,雾,北风2级,30,96%,7,0,0.0,1000,9,91,
2026-8-14 22:59:00,漳浦,26,阴,西北风3级,28,93%,12,315,0.0,1000,17,91,
2026-8-15 01:00:00,漳浦,29,阴,西南风2级,32,78%,9,225,0.0,1001,30,91,
2026-8-15 02:44:00,漳浦,27,小雨,西风4级,28,91%,21,270,0.0,1001,14,91,🟧 橙色降温提示：1小时降温4℃
2026-8-15 03:32:00,漳浦,27,小雨,西风2级,30,91%,9,270,0.0,1001,10,98,
2026-8-15 04:24:00,漳浦,27,小雨,南风2级,31,91%,7,180,0.0,1000,10,98,
2026-8-15 05:00:00,漳浦,28,阴,南风2级,32,86%,7,180,0.0,1000,24,98,
2026-8-15 06:32:00,漳浦,28,阴,西北风2级,32,86%,6,315,0.0,999,25,98,
2026-8-15 07:24:00,漳浦,28,阴,西风3级,30,83%,13,270,0.0,999,30,98,
2026-8-15 08:12:00,漳浦,29,阴,西南风3级,32,79%,12,225,0.0,998,30,99,
