时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-2-23 16:48:00,昆明,11,晴,西南风1级,9,56%,4,212,0.0,809,20,0,
2026-2-23 18:00:00,昆明,11,晴,西北风2级,8,54%,6,319,0.0,809,20,0,
2026-2-23 19:42:00,昆明,10,晴,西北风2级,7,52%,9,305,0.0,809,20,0,
2026-2-23 20:49:00,昆明,8,晴,北风0级,6,61%,1,356,0.0,809,19,0,
2026-2-23 21:40:00,昆明,7,晴,南风1级,5,68%,5,194,0.0,809,16,0,
2026-2-23 22:32:00,昆明,7,晴,西北风1级,5,74%,4,328,0.0,810,20,0,
2026-2-23 23:32:00,昆明,6,晴,北风0级,5,85%,1,21,0.0,811,16,0,
2026-2-24 02:00:00,昆明,15,晴,东南风2级,12,40%,7,119,0.0,812,20,0,
2026-2-24 04:50:00,昆明,18,晴,西南风3级,12,28%,17,218,0.0,812,30,0,
2026-2-24 05:56:00,昆明,19,晴,南风1级,13,26%,4,179,0.0,812,27,0,
2026-2-24 07:00:00,昆明,20,晴,西南风3级,16,20%,17,232,0.0,811,30,91,
2026-2-24 08:50:00,昆明,21,晴,南风3级,14,21%,19,187,0.0,809,29,91,
2026-2-24 09:50:00,昆明,21,晴,西南风3级,18,21%,13,221,0.0,808,28,91,
2026-2-24 10:50:00,昆明,20,多云,西北风2级,19,20%,6,294,0.0,808,30,91,
