时间,城市,温度,天气,风力,体感,湿度,风速(km/h),风向角,降水量(mm),气压(hPa),能见度(km),云量(%),预警
2026-2-23 16:48:00,哈尔滨,-15,晴,西南风3级,-19,47%,13,222,0.0,1006,30,0,❄️ 橙色寒冷提示：体感低至 -19℃
2026-2-23 18:00:00,哈尔滨,-16,晴,西南风3级,-20,46%,12,235,0.0,1007,30,0,🥶 红色极寒警报：体感低至 -20℃
2026-2-23 19:40:00,哈尔滨,-16,晴,西北风3级,-20,49%,12,322,0.0,1007,30,0,🥶 红色极寒警报：体感低至 -20℃
2026-2-23 20:49:00,哈尔滨,-16,晴,西北风2级,-23,50%,10,310,0.0,1007,30,0,🥶 红色极寒警报：体感低至 -23℃;🟧 橙色降温提示：1小时降温3℃
2026-2-23 21:40:00,哈尔滨,-17,晴,西南风3级,-21,48%,12,220,0.0,1007,30,0,🥶 红色极寒警报：体感低至 -21℃
2026-2-23 22:32:00,哈尔滨,-17,多云,西南风2级,-20,48%,6,231,0.0,1007,30,0,🥶 红色极寒警报：体感低至 -20℃
2026-2-23 23:32:00,哈尔滨,-16,晴,西南风2级,-23,45%,8,207,0.0,1008,30,0,🥶 红色极寒警报：体感低至 -23℃;🟧 橙色降温提示：1小时降温3℃
2026-2-24 02:00:00,哈尔滨,-13,晴,西北风4级,-22,36%,24,311,0.0,1009,30,0,🥶 红色极寒警报：体感低至 -22℃;💨 北风警报：西北风 4级
2026-2-24 04:48:00,哈尔滨,-9,晴,西南风3级,-14,29%,12,246,0.0,1009,30,0,
2026-2-24 05:56:00,哈尔滨,-8,晴,西南风2级,-11,24%,9,210,0.0,1008,30,0,
2026-2-24 07:00:00,哈尔滨,-7,晴,西北风3级,-13,23%,19,328,0.0,1008,30,0,
2026-2-24 08:48:00,哈尔滨,-7,晴,西北风4级,-13,24%,25,302,0.0,1008,30,0,💨 北风警报：西北风 4级
